,log,number_of_clusters,clustering_technique,discovery_algo,align_weighted_average_f1,runtime,distance_metric,token_weighted_average_f1,f1_score_threshold,max_distance,minimum_cluster_size,neighbourhood_size,meta,flag_condition,align_weighted_average_fitness,align_weighted_average_precision,token_weighted_average_precision,token_weighted_average_fitness,clusters,number_of_traces,number_of_variants,number_of_activities,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
0,bpi2018_ref,4,K-means,inductive miner,0.987613508713858,9.334,levenshtein,,0.95,2,300,10,,yes,1.0,0.9763849363463076,,,"{'cluster 30738': 1.0, 'cluster 10332': 0.9567000236854571, 'cluster 2633': 0.973261100056644, 'cluster 99': 0.7497554294658579}",,,,,,,,
1,bpi2018_ref,4,K-means,inductive miner,0.987613508713858,8.217,BOA,,0.95,2,300,10,,yes,1.0,0.9763849363463076,,,"{'cluster 30738': 1.0, 'cluster 10332': 0.9567000236854571, 'cluster 2633': 0.973261100056644, 'cluster 99': 0.7497554294658579}",,,,,,,,
2,bpi2018_ref,5,K-means,inductive miner,0.9876439339800496,13.37,levenshtein,,0.95,2,300,10,,yes,1.0,0.976434193365808,,,"{'cluster 30734': 1.0, 'cluster 10332': 0.9567000236854571, 'cluster 2633': 0.973261100056644, 'cluster 25': 0.9417989417989417, 'cluster 83': 0.7343580861658368}",,,,,,,,
3,bpi2018_ref,5,K-means,inductive miner,0.9876439339800496,14.1,BOA,,0.95,2,300,10,,yes,1.0,0.976434193365808,,,"{'cluster 30734': 1.0, 'cluster 10332': 0.9567000236854571, 'cluster 2633': 0.973261100056644, 'cluster 25': 0.9417989417989417, 'cluster 83': 0.7343580861658368}",,,,,,,,
4,KIM,5,K-means,inductive miner,0.7732123096330104,33.961999999999996,levenshtein,,0.95,2,300,10,,yes,1.0,0.6485204024976016,,,"{'cluster 8956': 0.917916193129743, 'cluster 7939': 0.7134502339344984, 'cluster 1270': 0.8031628129867018, 'cluster 854': 0.9333333333333333, 'cluster 5751': 0.599973332911481}",,,,,,,,
5,KIM,5,K-means,inductive miner,0.7431808755463188,47.14100000000001,BOA,,0.95,2,300,10,,yes,1.0,0.6029359181448338,,,"{'cluster 16201': 0.8131869881167472, 'cluster 3417': 0.5913253480720294, 'cluster 1017': 0.7140450195444129, 'cluster 327': 1.0, 'cluster 3808': 0.5673333491502369}",,,,,,,,
6,KIM,4,DBSCAN,inductive miner,0.8381839547792376,29.846999999999998,levenshtein,,0.95,2,300,10,,yes,1.0,0.7633439609666437,,,"{'cluster 3660': 1.0, 'cluster 6762': 1.0, 'cluster 3442': 1.0, 'cluster 10906': 0.632479053721045}",,,,,,,,
7,KIM,4,DBSCAN,inductive miner,0.8383140226466897,28.564,BOA,,0.95,2,300,10,,yes,1.0,0.7634830925950414,,,"{'cluster 3660': 1.0, 'cluster 6762': 1.0, 'cluster 3442': 1.0, 'cluster 10906': 0.632774467353613}",,,,,,,,
8,KIM,3,DBSCAN,inductive miner,0.7877022874278019,26.546,BOA,,0.95,2,300,10,,yes,1.0,0.68928367467224,,,"{'cluster 3660': 1.0, 'cluster 6762': 1.0, 'cluster 14348': 0.6334949581535163}",,,,,,,,
9,KIM,3,DBSCAN,inductive miner,0.7762919815615293,28.269000000000002,levenshtein,,0.95,2,300,10,,yes,1.0,0.6772363932100957,,,"{'cluster 3660': 1.0, 'cluster 6762': 1.0, 'cluster 14348': 0.6137965140283721}",,,,,,,,
10,road,3,DBSCAN,inductive miner,0.9543941980706554,735.495,levenshtein,,0.95,2,300,10,,yes,1.0,0.9271911784878138,,,"{'cluster 56482': 1.0, 'cluster 66756': 1.0, 'cluster 27132': 0.7472451556790668}",,,,,,,,
11,road,3,DBSCAN,inductive miner,0.7938569336057578,740.6510000000003,BOA,,0.95,2,300,10,,yes,1.0,0.658930441800446,,,"{'cluster 79998': 0.816986084492959, 'cluster 64965': 0.7707886652748335, 'cluster 5407': 0.728819803856208}",,,,,,,,
12,road,4,DBSCAN,inductive miner,0.976269891886774,764.7139999999997,levenshtein,,0.95,2,300,10,,yes,1.0,0.9591413080808164,,,"{'cluster 56482': 1.0, 'cluster 66756': 1.0, 'cluster 19688': 0.910211829528465, 'cluster 7444': 0.7581210563215705}",,,,,,,,
13,road,4,DBSCAN,inductive miner,0.7968052343518228,738.6410000000003,BOA,,0.95,2,300,10,,yes,1.0,0.6634370199661306,,,"{'cluster 79998': 0.816986084492959, 'cluster 64965': 0.7707886652748335, 'cluster 2623': 0.9324682680672486, 'cluster 2784': 0.6961926707959492}",,,,,,,,
14,road,4,K-means,inductive miner,0.802378587796102,113.588,BOA,,0.95,2,300,10,,yes,1.0,0.6952194146125008,,,"{'cluster 49970': 0.9999950982074145, 'cluster 98401': 0.7034009574188729, 'cluster 308': 0.9879014189693801, 'cluster 1691': 0.6885168193130068}",,,,,,,,
15,road,4,K-means,inductive miner,0.9547645348180694,136.39600000000002,levenshtein,,0.95,2,300,10,,yes,1.0,0.9161463700370828,,,"{'cluster 49970': 0.9999950982074145, 'cluster 78016': 0.9419818295942843, 'cluster 20899': 0.9123088332564991, 'cluster 1489': 0.7024918585981367}",,,,,,,,
16,road,3,K-means,inductive miner,0.9300836263208604,144.83700000000005,levenshtein,,0.95,2,300,10,,yes,1.0,0.8871745916321647,,,"{'cluster 49970': 0.9999950982074145, 'cluster 56482': 1.0, 'cluster 43918': 0.7606202430084081}",,,,,,,,
17,road,3,K-means,inductive miner,0.8517995393250096,144.648,BOA,,0.95,2,300,10,,yes,1.0,0.7579107335970939,,,"{'cluster 49970': 0.9999950982074145, 'cluster 76867': 0.7922962076768252, 'cluster 23533': 0.7314795850670404}",,,,,,,,
18,bpi2013,3,K-means,inductive miner,0.8522342697874183,80.203,BOA,,0.95,2,300,10,,yes,1.0,0.7609242359943968,,,"{'cluster 3038': 0.9837540007292469, 'cluster 1171': 0.8621886120996441, 'cluster 3345': 0.7293004947653282}",,,,,,,,
19,bpi2013,3,K-means,inductive miner,0.8522342697874183,82.87899999999998,levenshtein,,0.95,2,300,10,,yes,1.0,0.7609242359943968,,,"{'cluster 3038': 0.9837540007292469, 'cluster 1171': 0.8621886120996441, 'cluster 3345': 0.7293004947653282}",,,,,,,,
20,bpi2013,3,DBSCAN,inductive miner,0.8077157287078397,31.345210169,levenshtein,,0.95,2,300,10,,yes,1.0,0.6836433246774684,,,"{'cluster 2508': 0.8894630601534114, 'cluster 1704': 0.8422657329331618, 'cluster 3342': 0.7287523790772462}",,,,,,,,
21,bpi2013,3,DBSCAN,inductive miner,0.8077157287078397,32.090181005,BOA,,0.95,2,300,10,,yes,1.0,0.6836433246774684,,,"{'cluster 2508': 0.8894630601534114, 'cluster 1704': 0.8422657329331618, 'cluster 3342': 0.7287523790772462}",,,,,,,,
22,bpi2013,4,K-means,inductive miner,0.8508696747047314,28.110715503,BOA,,0.95,2,300,10,,yes,1.0,0.7594401587571952,,,"{'cluster 3038': 0.9837540007292469, 'cluster 1171': 0.8621886120996441, 'cluster 534': 0.7752519046448759, 'cluster 2811': 0.7169041218979159}",,,,,,,,
23,bpi2013,4,K-means,inductive miner,0.8508696747047314,26.198610420999998,levenshtein,,0.95,2,300,10,,yes,1.0,0.7594401587571952,,,"{'cluster 3038': 0.9837540007292469, 'cluster 1171': 0.8621886120996441, 'cluster 534': 0.7752519046448759, 'cluster 2811': 0.7169041218979159}",,,,,,,,
24,bpi2013,5,K-means,inductive miner,0.8546290599505233,88.26418415100002,levenshtein,,0.95,2,300,10,,yes,1.0,0.7655394747163577,,,"{'cluster 3038': 0.9837540007292469, 'cluster 1171': 0.8621886120996441, 'cluster 534': 0.7752519046448759, 'cluster 131': 0.9892384105960266, 'cluster 2683': 0.7143457093527865}",,,,,,,,
25,bpi2013,5,K-means,inductive miner,0.8546290599505233,96.153880055,BOA,,0.95,2,300,10,,yes,1.0,0.7655394747163577,,,"{'cluster 3038': 0.9837540007292469, 'cluster 1171': 0.8621886120996441, 'cluster 534': 0.7752519046448759, 'cluster 131': 0.9892384105960266, 'cluster 2683': 0.7143457093527865}",,,,,,,,
26,bpi2013,4,DBSCAN,inductive miner,0.8121508348281322,37.70313061299999,BOA,,0.95,2,300,10,,yes,1.0,0.6903345317018482,,,"{'cluster 2508': 0.8894630601534114, 'cluster 1704': 0.8422657329331618, 'cluster 301': 0.8923781485116127, 'cluster 3041': 0.7235736336096192}",,,,,,,,
27,bpi2013,4,DBSCAN,inductive miner,0.8127876291789979,36.86829269,levenshtein,,0.95,2,300,10,,yes,1.0,0.6911856522213865,,,"{'cluster 2508': 0.8894630601534114, 'cluster 1704': 0.8422657329331618, 'cluster 345': 0.886002886002886, 'cluster 2997': 0.7234342980861833}",,,,,,,,
28,bpi2017_offer,4,K-means,inductive miner,0.9742900105171476,2.2475613500000016,levenshtein,,0.95,2,300,10,,yes,1.0,0.9560058612142344,,,"{'cluster 18866': 1.0, 'cluster 17276': 1.0, 'cluster 3696': 0.8042967195920286, 'cluster 3157': 0.8789731791487558}",,,,,,,,
29,bpi2017_offer,4,K-means,inductive miner,0.9816224078327184,2.9397002879999974,BOA,,0.95,2,300,10,,yes,1.0,0.9670445487762988,,,"{'cluster 18866': 1.0, 'cluster 17276': 1.0, 'cluster 6853': 0.8847009229195565, 'cluster 0': 0.0}",,,,,,,,
30,bpi2017_offer,4,DBSCAN,inductive miner,1.0,9.245538822,BOA,,0.95,2,300,10,,yes,1.0,1.0,,,"{'cluster 16365': 1.0, 'cluster 16299': 1.0, 'cluster 1203': 1.0, 'cluster 3532': 1.0, 'cluster 929': 1.0}",,,,,,,,
31,bpi2017_offer,4,DBSCAN,inductive miner,1.0,9.431377660000004,levenshtein,,0.95,2,300,10,,yes,1.0,1.0,,,"{'cluster 16365': 1.0, 'cluster 16299': 1.0, 'cluster 1203': 1.0, 'cluster 3532': 1.0, 'cluster 929': 1.0}",,,,,,,,
32,bpi2017_offer,5,DBSCAN,inductive miner,1.0,9.536525637000004,levenshtein,,0.95,2,300,10,,yes,1.0,1.0,,,"{'cluster 16365': 1.0, 'cluster 16299': 1.0, 'cluster 1203': 1.0, 'cluster 3532': 1.0, 'cluster 929': 1.0}",,,,,,,,
33,bpi2017_offer,5,DBSCAN,inductive miner,1.0,10.778293945,BOA,,0.95,2,300,10,,yes,1.0,1.0,,,"{'cluster 16365': 1.0, 'cluster 16299': 1.0, 'cluster 1203': 1.0, 'cluster 3532': 1.0, 'cluster 929': 1.0}",,,,,,,,
34,TSL,3,K-means,inductive miner,0.7045519715285679,166.84097038299998,levenshtein,,0.95,2,300,10,,yes,1.0,0.5495524475903185,,,"{'cluster 2232': 0.8404600074564799,'cluster 1605': 0.8582266120854771,'cluster 13975': 0.6651963697908262}",,,,,,,,
35,TSL,3,K-means,inductive miner,0.676842284086291,135.228065566,BOA,,0.95,2,300,10,,yes,1.0,0.5161113526629854,,,"{'cluster 2375': 0.6410693386444366, 'cluster 654': 1.0, 'cluster 14783': 0.668292977397313}",,,,,,,,
36,TSL,4,K-means,inductive miner,0.6849675898247826,198.47281857599998,BOA,,0.95,2,300,10,,yes,1.0,0.5317066474066148,,,"{'cluster 3020': 0.6328425691433803, 'cluster 2231': 0.9434796158313737, 'cluster 804': 0.7704339051463168, 'cluster 11758': 0.6434607276814434}",,,,,,,,
37,TSL,4,K-means,inductive miner,0.7218966409751683,190.967565632,levenshtein,,0.95,2,300,10,,yes,1.0,0.576561431518146,,,"{'cluster 2877': 0.845350114873639, 'cluster 2783': 0.8809227341241235, 'cluster 1116': 0.8375144047513519, 'cluster 11036': 0.6379192319489212}",,,,,,,,
38,TSL,4,DBSCAN,inductive miner,0.7132110347234388,21.126448482,levenshtein,,0.95,2,300,10,,yes,1.0,0.5675229289046609,,,"{'cluster 856': 1.0, 'cluster 654': 1.0, 'cluster 645': 1.0, 'cluster 15657': 0.6737379415273611}",,,,,,,,
39,TSL,4,DBSCAN,inductive miner,0.7132110347234388,23.32407823,BOA,,0.95,2,300,10,,yes,1.0,0.5675229289046609,,,"{'cluster 856': 1.0, 'cluster 654': 1.0, 'cluster 645': 1.0, 'cluster 15657': 0.6737379415273611}",,,,,,,,
40,TSL,5,DBSCAN,inductive miner,0.7284910008351181,24.855306752000004,levenshtein,,0.95,2,300,10,,yes,1.0,0.5926267965758127,,,"{'cluster 856': 1.0, 'cluster 654': 1.0, 'cluster 645': 1.0, 'cluster 1133': 1.0, 'cluster 14524': 0.667025730299857}",,,,,,,,
41,TSL,5,K-means,inductive miner,0.7143745411086299,73.51755170300001,levenshtein,,0.95,2,300,10,,yes,1.0,0.5709521857054287,,,"{'cluster 4539': 0.7552271414754977, 'cluster 3968': 0.8417547949915716, 'cluster 777': 0.9126592875081387, 'cluster 992': 0.9097012102874433, 'cluster 7536': 0.5765419901199718}",,,,,,,,
42,TSL,5,K-means,inductive miner,0.6036972059899712,83.76564513799998,BOA,,0.95,2,300,10,,yes,1.0,0.43411923630224336,,,"{'cluster 6016': 0.5975342273678728, 'cluster 1920': 0.5646955913226032, 'cluster 584': 0.6641990540818425, 'cluster 498': 0.851697438951757, 'cluster 8794': 0.598366569675583}",,,,,,,,
43,TSL,5,DBSCAN,inductive miner,0.7284910008351181,21.858331907000004,BOA,,0.95,2,300,10,,yes,1.0,0.5926267965758127,,,"{'cluster 856': 1.0, 'cluster 654': 1.0, 'cluster 645': 1.0, 'cluster 1133': 1.0, 'cluster 14524': 0.667025730299857}",,,,,,,,
44,KIM,4,DBSCAN,inductive miner,0.8312130360834038,17.685155592000005,BOA,,0.95,2,300,10,,yes,1.0,0.7559742092356785,,,"{'cluster 3660': 1.0, 'cluster 6762': 1.0, 'cluster 3442': 1.0, 'cluster 10906': 0.6166465160265828}",,,,,,,,
45,KIM,4,K-means,inductive miner,0.7074141506638705,23.135696343000003,BOA,,0.95,2,300,10,,yes,1.0,0.5526625328908646,,,"{'cluster 16982': 0.7589526970397935, 'cluster 2586': 0.5786857632968554, 'cluster 454': 0.7171324136304682, 'cluster 4748': 0.5922608068956193}",,,,,,,,
46,KIM,5,K-means,inductive miner,0.7417974749008738,18.95263546,levenshtein,,0.95,2,300,10,,yes,1.0,0.6028794715032736,,,"{'cluster 9285': 0.8685216652506372, 'cluster 9722': 0.6926898509581263, 'cluster 721': 0.7343319748871021, 'cluster 321': 1.0, 'cluster 4721': 0.5772750914073234}",,,,,,,,
47,KIM,5,DBSCAN,inductive miner,0.8551399647948066,17.345625664999996,levenshtein,,0.95,2,300,10,,yes,1.0,0.7880617786426208,,,"{'cluster 3660': 1.0, 'cluster 6762': 1.0, 'cluster 3442': 1.0, 'cluster 1129': 1.0, 'cluster 9777': 0.6329975378917215}",,,,,,,,
48,KIM,5,DBSCAN,inductive miner,0.8484784229391942,18.704576763,BOA,,0.95,2,300,10,,yes,1.0,0.7810191109463067,,,"{'cluster 3660': 1.0, 'cluster 6762': 1.0, 'cluster 3442': 1.0, 'cluster 1129': 1.0, 'cluster 9777': 0.6161205417003006}",,,,,,,,
49,KIM,5,K-means,inductive miner,0.7250827892936619,26.598293102000014,BOA,,0.95,2,300,10,,yes,1.0,0.5749591017220954,,,"{'cluster 17311': 0.7598409061469431, 'cluster 2316': 0.6693941368078177, 'cluster 567': 0.8360936607652769, 'cluster 392': 0.9945853519521232, 'cluster 4184': 0.571805779165445}",,,,,,,,
50,KIM,4,K-means,inductive miner,0.7039989999148988,25.617131421000003,BOA,,0.95,2,300,30,,yes,1.0,0.5491264237621908,,,"{'cluster 16982': 0.7589526970397935, 'cluster 2497': 0.5573766650655483, 'cluster 470': 0.6586385924430342, 'cluster 4821': 0.5907883956949532}",,,,,,,,
51,KIM,5,K-means,inductive miner,0.6459755681661923,30.622948959999995,BOA,,0.95,2,300,30,,yes,1.0,0.479783307599861,,,"{'cluster 18153': 0.6749697289777411, 'cluster 1418': 0.5076732314530025, 'cluster 827': 0.735453251067869, 'cluster 1198': 0.5790387465593902, 'cluster 3174': 0.5438879754669228}",,,,,,,,
52,KIM,5,K-means,inductive miner,0.7183868275741577,19.158610821,levenshtein,,0.95,2,300,30,,yes,1.0,0.5748944952712705,,,"{'cluster 9285': 0.8685216652506372, 'cluster 10027': 0.6458758885529864, 'cluster 714': 0.6471595775049956, 'cluster 337': 0.7798824297844545, 'cluster 4407': 0.5738888598736095}",,,,,,,,
53,KIM,5,DBSCAN,inductive miner,0.8484784229391942,18.268892658,levenshtein,,0.95,2,300,30,,yes,1.0,0.7810191109463067,,,"{'cluster 3660': 1.0, 'cluster 6762': 1.0, 'cluster 3442': 1.0, 'cluster 1129': 1.0, 'cluster 9777': 0.6161205417003006}",,,,,,,,
54,road,4,DBSCAN,inductive miner,0.9769137384983728,745.80293215,levenshtein,,0.95,2,300,10,,yes,1.0,0.9599850819961436,,,"{'cluster 56482': 1.0, 'cluster 66756': 1.0, 'cluster 19688': 0.910211829528465, 'cluster 7444': 0.7711268616662948}",,,,,,,,
55,road,4,DBSCAN,inductive miner,0.9758310035597282,710.5879447109999,levenshtein,,0.95,2,300,30,,yes,1.0,0.9586017244698436,,,"{'cluster 56527': 1.0, 'cluster 66756': 1.0, 'cluster 19722': 0.9101065917806564, 'cluster 7365': 0.7472621591552235}",,,,,,,,
56,road,4,DBSCAN,inductive miner,0.714090372357883,731.4658619639999,BOA,,0.95,2,300,10,,yes,1.0,0.5739702867268487,,,"{'cluster 80360': 0.8435330533619716, 'cluster 65245': 0.5544731726629135, 'cluster 3111': 0.6915859678209427, 'cluster 1654': 0.7638011045973988}",,,,,,,,
57,road,4,K-means,inductive miner,0.7865620994340584,77.42551566499998,BOA,,0.95,2,300,30,,yes,1.0,0.6767765381862515,,,"{'cluster 49970': 0.9999950982074145, 'cluster 98658': 0.6790829192648401, 'cluster 357': 0.9844124700239808, 'cluster 1385': 0.6911118655925594}",,,,,,,,
58,road,4,K-means,inductive miner,0.8598743049673879,94.967143173,levenshtein,,0.95,2,300,30,,yes,1.0,0.7708653705593571,,,"{'cluster 49970': 0.9999950982074145, 'cluster 78396': 0.76188267542017, 'cluster 20872': 0.8986936208623888, 'cluster 1136': 0.7455072190687048}",,,,,,,,
59,road,5,K-means,inductive miner,0.8527423585909057,93.58682477299999,levenshtein,,0.95,2,300,10,,yes,1.0,0.7617174028253227,,,"{'cluster 49970': 0.9999950982074145, 'cluster 78296': 0.7483583175614098, 'cluster 20872': 0.8986936208623888, 'cluster 308': 0.8719083571986461, 'cluster 928': 0.690711759568162}",,,,,,,,
60,road,5,K-means,inductive miner,0.8600525368915913,100.46344589700001,levenshtein,,0.95,2,300,30,,yes,1.0,0.7711549889451909,,,"{'cluster 49970': 0.9999950982074145, 'cluster 78396': 0.76188267542017, 'cluster 20872': 0.8986936208623888, 'cluster 302': 0.9060639202819297, 'cluster 837': 0.7200077681215711}",,,,,,,,
61,road,3,K-means,inductive miner,0.8515225012885049,111.765605979,BOA,,0.95,2,300,10,,yes,1.0,0.7575668837429855,,,"{'cluster 49970': 0.9999950982074145, 'cluster 76867': 0.7922962076768252, 'cluster 23533': 0.7297093811173017}",,,,,,,,
62,road,3,K-means,inductive miner,0.8516713576550339,117.396171131,BOA,,0.95,2,300,30,,yes,1.0,0.7577515198082054,,,"{'cluster 49970': 0.9999950982074145, 'cluster 76867': 0.7922962076768252, 'cluster 23533': 0.730660536169142}",,,,,,,,
63,bpi2013,3,K-means,inductive miner,0.8522342697874183,32.33935605,levenshtein,,0.95,2,300,10,,yes,1.0,0.7609242359943968,,,"{'cluster 3038': 0.9837540007292469, 'cluster 1171': 0.8621886120996441, 'cluster 3345': 0.7293004947653282}",,,,,,,,
64,bpi2013,3,K-means,inductive miner,0.8522342697874183,32.27988420900001,levenshtein,,0.95,2,300,30,,yes,1.0,0.7609242359943968,,,"{'cluster 3038': 0.9837540007292469, 'cluster 1171': 0.8621886120996441, 'cluster 3345': 0.7293004947653282}",,,,,,,,
65,bpi2013,4,K-means,inductive miner,0.8508696747047314,25.442045336,levenshtein,,0.95,2,300,10,,yes,1.0,0.7594401587571952,,,"{'cluster 3038': 0.9837540007292469, 'cluster 1171': 0.8621886120996441, 'cluster 534': 0.7752519046448759, 'cluster 2811': 0.7169041218979159}",,,,,,,,
66,bpi2013,4,K-means,inductive miner,0.8508696747047314,27.894285845,levenshtein,,0.95,2,300,30,,yes,1.0,0.7594401587571952,,,"{'cluster 3038': 0.9837540007292469, 'cluster 1171': 0.8621886120996441, 'cluster 534': 0.7752519046448759, 'cluster 2811': 0.7169041218979159}",,,,,,,,
67,bpi2013,5,DBSCAN,inductive miner,0.7957299651193421,95.12854744399999,levenshtein,,0.95,2,300,10,,yes,1.0,0.6678280676522531,,,"{'cluster 2508': 0.8894630601534114, 'cluster 1419': 0.7875729916661943, 'cluster 318': 0.7176276771004942, 'cluster 132': 0.9895833333333333, 'cluster 3180': 0.7252079607074923}",,,,,,,,
68,bpi2013,5,DBSCAN,inductive miner,0.7957299651193421,103.18296420200001,levenshtein,,0.95,2,300,30,,yes,1.0,0.6678280676522531,,,"{'cluster 2508': 0.8894630601534114, 'cluster 1419': 0.7875729916661943, 'cluster 318': 0.7176276771004942, 'cluster 132': 0.9895833333333333, 'cluster 3180': 0.7252079607074923}",,,,,,,,
69,bpi2013,5,K-means,inductive miner,0.8546290599505233,89.73390019200001,levenshtein,,0.95,2,300,10,,yes,1.0,0.7655394747163577,,,"{'cluster 3038': 0.9837540007292469, 'cluster 1171': 0.8621886120996441, 'cluster 534': 0.7752519046448759, 'cluster 131': 0.9892384105960266, 'cluster 2683': 0.7143457093527865}",,,,,,,,
70,bpi2013,5,K-means,inductive miner,0.8546290599505233,88.659917689,levenshtein,,0.95,2,300,30,,yes,1.0,0.7655394747163577,,,"{'cluster 3038': 0.9837540007292469, 'cluster 1171': 0.8621886120996441, 'cluster 534': 0.7752519046448759, 'cluster 131': 0.9892384105960266, 'cluster 2683': 0.7143457093527865}",,,,,,,,
71,bpi2018_ref,4,K-means,inductive miner,0.987613508713858,4.276657802999998,BOA,,0.95,2,300,10,,yes,1.0,0.9763849363463076,,,"{'cluster 30738': 1.0, 'cluster 10332': 0.9567000236854571, 'cluster 2633': 0.973261100056644, 'cluster 99': 0.7497554294658579}",,,,,,,,
